NameID,Week,WkDay,CumDay,DWB100,Sleep,Load,Match01,mcsleep_sas,mcload_sas,z2sleep,z2load,zgroupsleep,zgroupload
3,5,4,32,,,,0,,,,,,
3,5,5,33,,,,0,,,,,,
3,5,6,34,,,,0,,,,,,
3,5,7,35,,,,0,,,,,,
3,6,1,36,,,,0,,,,,,
3,6,2,37,,,,0,,,,,,
3,6,3,38,,,,0,,,,,,
3,6,4,39,,,,0,,,,,,
3,6,5,40,,,,0,,,,,,
3,6,6,41,,,,0,,,,,,
3,6,7,42,,,,0,,,,,,
3,7,1,43,,,,0,,,,,,
3,7,2,44,,,,0,,,,,,
3,7,3,45,30,5,90,0,-2.223880597,-246.2352941,-0.943640677,-0.291713903,1,2
3,7,4,46,45,7,0,0,-0.223880597,-336.2352941,-0.094997384,-0.390066424,2,2
3,7,5,47,35,6,0,0,-1.223880597,-336.2352941,-0.51931903,-0.390066424,1,2
3,7,6,48,,,,0,,,,,,
3,7,7,49,,,,0,,,,,,
3,8,1,50,35,5,0,0,-2.223880597,-336.2352941,-0.943640677,-0.390066424,1,2
3,8,2,51,,,,0,,,,,,
3,8,3,52,35,6,240,0,-1.223880597,-96.23529412,-0.51931903,-0.127793035,1,2
3,8,4,53,15,9,420,0,1.776119403,83.76470588,0.75364591,0.068912007,3,2
3,8,5,54,35,7,300,0,-0.223880597,-36.23529412,-0.094997384,-0.062224688,2,2
3,8,6,55,60,9,240,0,1.776119403,-96.23529412,0.75364591,-0.127793035,3,2
3,8,7,56,65,10,0,0,2.776119403,-336.2352941,1.177967557,-0.390066424,3,2
3,9,1,57,40,8,0,0,0.776119403,-336.2352941,0.329324263,-0.390066424,2,2
3,9,2,58,35,7,420,0,-0.223880597,83.76470588,-0.094997384,0.068912007,2,2
3,9,3,59,40,6,180,0,-1.223880597,-156.2352941,-0.51931903,-0.193361382,1,2
3,9,4,60,60,7,1890,1,-0.223880597,1553.764706,-0.094997384,1.675336515,2,3
3,9,5,61,55,8,300,0,0.776119403,-36.23529412,0.329324263,-0.062224688,2,2
3,9,6,62,60,7,120,0,-0.223880597,-216.2352941,-0.094997384,-0.25892973,2,2
3,9,7,63,65,7,1200,1,-0.223880597,863.7647059,-0.094997384,0.921300522,2,3
3,10,1,64,45,8,1440,1,0.776119403,1103.764706,0.329324263,1.183573911,2,3
3,10,2,65,45,6,360,0,-1.223880597,23.76470588,-0.51931903,0.00334366,1,2
3,10,3,66,30,6,840,0,-1.223880597,503.7647059,-0.51931903,0.527890438,1,3
3,10,4,67,50,7,45,1,-0.223880597,-291.2352941,-0.094997384,-0.340890164,2,2
3,10,5,68,50,9,140,0,1.776119403,-196.2352941,0.75364591,-0.237073614,3,2
3,10,6,69,55,9,0,0,1.776119403,-336.2352941,0.75364591,-0.390066424,3,2
3,10,7,70,,,,0,,,,,,
3,11,1,71,70,8,0,0,0.776119403,-336.2352941,0.329324263,-0.390066424,2,2
3,11,2,72,50,7,0,0,-0.223880597,-336.2352941,-0.094997384,-0.390066424,2,2
3,11,3,73,,,,0,,,,,,
3,11,4,74,50,7,720,1,-0.223880597,383.7647059,-0.094997384,0.396753743,2,2
3,11,5,75,55,7,120,0,-0.223880597,-216.2352941,-0.094997384,-0.25892973,2,2
3,11,6,76,55,9,120,0,1.776119403,-216.2352941,0.75364591,-0.25892973,3,2
3,11,7,77,60,5,1080,1,-2.223880597,743.7647059,-0.943640677,0.790163827,1,3
3,12,1,78,55,8,720,0,0.776119403,383.7647059,0.329324263,0.396753743,2,2
3,12,2,79,,,,0,,,,,,
3,12,3,80,70,7,120,0,-0.223880597,-216.2352941,-0.094997384,-0.25892973,2,2
3,12,4,81,50,7,0,0,-0.223880597,-336.2352941,-0.094997384,-0.390066424,2,2
3,12,5,82,,,,0,,,,,,
3,12,6,83,,,,0,,,,,,
3,12,7,84,50,7,1600,1,-0.223880597,1263.764706,-0.094997384,1.358422837,2,3
3,13,1,85,55,7,1795,1,-0.223880597,1458.764706,-0.094997384,1.571519965,2,3
3,13,2,86,50,7,420,0,-0.223880597,83.76470588,-0.094997384,0.068912007,2,2
3,13,3,87,45,6,630,0,-1.223880597,293.7647059,-0.51931903,0.298401222,1,2
3,13,4,88,20,7,135,0,-0.223880597,-201.2352941,-0.094997384,-0.242537643,2,2
3,13,5,89,25,6,520,0,-1.223880597,183.7647059,-0.51931903,0.178192586,1,2
3,13,6,90,50,8,135,0,0.776119403,-201.2352941,0.329324263,-0.242537643,2,2
3,13,7,91,50,8,900,1,0.776119403,563.7647059,0.329324263,0.593458785,2,3
4,1,1,1,45,6,150,0,-1.901408451,-186.2352941,-0.491119453,-0.286952274,2,2
4,1,2,2,45,7,480,0,-0.901408451,143.7647059,-0.232827,0.080119782,2,2
4,1,3,3,35,7,300,0,-0.901408451,-36.23529412,-0.232827,-0.120101339,2,2
4,1,4,4,35,8,0,0,0.098591549,-336.2352941,0.025465453,-0.453803208,2,2
4,1,5,5,25,8,540,0,0.098591549,203.7647059,0.025465453,0.146860156,2,2
4,1,6,6,45,10,420,0,2.098591549,83.76470588,0.54205036,0.013379408,3,2
4,1,7,7,45,9,480,0,1.098591549,143.7647059,0.283757906,0.080119782,2,2
4,2,1,8,45,11,390,0,3.098591549,53.76470588,0.800342813,-0.019990779,3,2
4,2,2,9,40,8,510,0,0.098591549,173.7647059,0.025465453,0.113489969,2,2
4,2,3,10,40,8,390,0,0.098591549,53.76470588,0.025465453,-0.019990779,2,2
