season,player,position,height_cm,stand_cm,weight_kg,jump_cm
2013-14,Vander Blue,SG,191.77,255.27,89.6196,95.25
2013-14,Victor Oladipo,SG,191.135,255.27,96.7928,106.68
2013-14,Will Clyburn,SF_SG,197.485,266.7,95.5216,87.63
2012-13,William Buford,SF_SG,193.04,259.08,97.4284,82.55
2012-13,Will Barton,SF_SG,195.58,260.35,79.1776,86.36
2012-13,Tyshawn Taylor,PG,189.865,247.65,80.358,92.71
2012-13,Tyler Zeller,C_PF,211.455,265.43,112.3196,86.36
2012-13,Tu Holloway,PG,179.07,240.03,84.8072,88.9
2012-13,Tony Wroten,PG,194.945,256.54,92.2528,90.17
2012-13,Tony Mitchell,SG,196.215,254,98.2456,101.6
2012-13,Tomas Satoransky,SG_PG,199.39,254,91.0724,
2012-13,Thomas Robinson,PF,202.565,269.24,110.8668,90.17
2012-13,Terrence Ross,SF_SG,198.12,255.27,89.2564,95.25
2012-13,Terrence Jones,PF_SF,203.835,271.78,114.408,87.63
2012-13,Scott Machado,PG,185.42,240.03,93.4332,82.55
2012-13,Royce White,PF,200.66,265.43,118.3124,
2012-13,Robbie Hummel,SF,201.295,259.08,98.972,76.2
2012-13,Quincy Miller,SF,205.105,266.7,99.2898,91.44
2012-13,Quincy Acy,PF,199.39,270.51,101.6052,93.98
2012-13,Perry Jones,PF_SF,208.915,271.78,106.1452,97.79
2012-13,Orlando Johnson,SG,192.405,251.46,101.6052,100.33
2012-13,Miles Plumlee,C_PF,209.55,267.97,114.5896,102.87
2012-13,Mike Scott,PF,201.295,264.16,109.3232,82.55
2012-13,Michael Kidd-Gilchrist,SF,197.485,265.43,105.6912,90.17
2012-13,Meyers Leonard,C,212.725,274.32,113.4092,82.55
2012-13,Maurice Harkless,SF,201.295,260.35,93.7964,93.98
2012-13,Marquis Teague,PG,185.42,245.11,81.6292,102.87
2012-13,Marcus Denmon,SG,188.595,240.03,85.4428,101.6
2012-13,Kyle O'Quinn,PF,204.47,270.51,109.3232,80.01
2012-13,Kris Joseph,SG,198.12,264.16,97.61,88.9
2012-13,Kim English,SG,194.31,248.92,87.168,92.71
2012-13,Khris Middleton,SF,200.025,261.62,98.1548,78.74
2012-13,Kevin Murphy,SG,195.58,251.46,88.076,92.71
2012-13,Kevin Jones,PF,198.755,266.7,114.0448,82.55
2012-13,Kendall Marshall,PG,191.135,243.84,90.0736,93.98
2012-13,Jordan Taylor,PG,185.42,234.95,87.5312,92.71
2012-13,John Jenkins,SG,191.135,248.92,96.248,92.71
2012-13,John Henson,PF,205.74,284.48,98.064,76.2
2012-13,Jeremy Lamb,SG,193.04,259.08,81.3568,96.52
2012-13,Jeff Taylor,SF_SG,198.12,257.81,96.6112,101.6
2012-13,Jared Sullinger,PF,202.565,267.97,121.7628,78.74
2012-13,Jared Cunningham,SG_PG,191.77,248.92,85.1704,
2012-13,Jae Crowder,SF,194.945,252.73,109.5048,87.63
2012-13,JaMychal Green,PF,203.2,270.51,98.6996,82.55
2012-13,J'Covan Brown,PG,185.42,243.84,91.8896,74.93
2012-13,Hollis Thompson,SF,200.025,260.35,93.524,92.71
2012-13,Henry Sims,C_PF,208.28,274.32,109.5048,74.93
2012-13,Harrison Barnes,SF_SG,200.66,257.81,103.4212,100.33
2012-13,Festus Ezeli,C_PF,207.645,274.32,119.9468,85.09
2012-13,Fab Melo,C,210.185,279.4,115.77,78.74
2012-13,Drew Gordon,PF,203.2,262.89,108.506,86.36
2012-13,Draymond Green,PF_SF,197.485,266.7,106.9624,83.82
2012-13,Doron Lamb,SG_PG,191.135,250.19,90.5276,85.09
2012-13,Dion Waiters,SG,189.23,248.92,100.334,
2012-13,Darius Miller,SF_SG,198.12,256.54,105.9636,93.98
2012-13,Darius Johnson-Odom,SG,186.69,243.84,96.248,105.41
2012-13,Damian Lillard,PG,187.325,242.57,85.7152,100.33
2012-13,Bradley Beal,SG,191.135,254,91.6172,99.06
2012-13,Bernard James,PF,205.105,275.59,104.3292,82.55
2012-13,Austin Rivers,SG_PG,191.77,245.11,92.0712,95.25
2012-13,Arnett Moultrie,PF,207.01,270.51,105.6912,95.25
2012-13,Anthony Davis,C_PF,206.375,274.32,100.6972,
2012-13,Andrew Nicholson,PF,204.47,271.78,106.236,77.47
2012-13,Andre Drummond,C,207.645,278.13,126.4844,85.09
2011-12,Alec Burks,SG,195.58,262.89,87.4404,91.44
2011-12,Andrew Goudelock,PG,186.055,245.11,89.7104,93.98
2011-12,Brandon Knight,PG,186.69,250.19,80.2672,95.25
2011-12,Chandler Parsons,SF,205.105,265.43,100.4248,80.01
2011-12,Charles Jenkins,SG_PG,186.69,245.11,98.2456,86.36
2011-12,Chris Singleton,SF,202.565,262.89,104.5108,95.25
2011-12,Cory Joseph,PG,187.96,251.46,84.5348,88.9
2011-12,Darius Morris,SG_PG,191.135,259.08,86.26,81.28
2011-12,David Lighty,SG,194.945,256.54,98.1548,83.82
2011-12,DeAndre Liggins,SF_SG,195.58,262.89,91.7988,78.74
2011-12,Demetri McCamey,PG,187.325,252.73,92.616,83.82
2011-12,Derrick Williams,PF_SF,201.295,274.32,112.7736,87.63
2011-12,E'Twaun Moore,SG,189.23,252.73,86.8956,87.63
2011-12,Enes Kanter,C_PF,207.645,278.13,117.6768,82.55
2011-12,Gregory Smith,C_PF,203.2,270.51,114.7712,91.44
2011-12,Iman Shumpert,SG_PG,193.675,252.73,100.6972,106.68
2011-12,Isaiah Thomas,PG,174.625,232.41,84.444,101.6
2011-12,JaJuan Johnson,PF,205.74,273.05,99.7892,96.52
2011-12,James Fredette,PG,184.785,245.11,88.984,83.82
2011-12,Jamie Skeen,PF,199.39,270.51,109.6864,77.47
2011-12,Jereme Richmond,SF,198.12,270.51,94.0688,85.09
2011-12,Jeremy Tyler,C_PF,205.74,280.67,119.1296,85.09
2011-12,Jimmy Butler,SF,198.12,257.81,100.8788,99.06
2011-12,Jon Diebler,SG,196.215,251.46,89.2564,88.9
2011-12,Jon Leuer,PF,208.28,267.97,101.3328,92.71
2011-12,Jordan Hamilton,SF,200.025,264.16,103.6936,81.28
2011-12,Jordan Williams,PF,202.565,270.51,112.2288,77.47
2011-12,Josh Selby,SG_PG,187.325,248.92,88.3484,106.68
2011-12,Justin Harper,PF_SF,203.2,269.24,103.512,83.82
2011-12,Kawhi Leonard,SF,198.12,269.24,103.2396,81.28
2011-12,Keith Benson,C_PF,208.28,278.13,98.518,91.44
2011-12,Kemba Walker,PG,181.61,232.41,83.536,100.33
2011-12,Kenneth Faried,PF,198.12,274.32,101.9684,88.9
2011-12,Klay Thompson,SG,197.485,262.89,93.3424,80.01
2011-12,Kyle Singler,SF,201.93,269.24,103.512,76.2
2011-12,Kyrie Irving,PG,187.325,251.46,86.714,
2011-12,LaceDarius Dunn,SG,190.5,256.54,85.2612,78.74
2011-12,Malcolm Lee,SG,193.04,257.81,89.9828,90.17
2011-12,Malcolm Thomas,PF,201.93,273.05,101.242,92.71
2011-12,Marcus Morris,PF_SF,200.66,267.97,104.2384,83.82
2011-12,Markieff Morris,PF,202.565,270.51,109.3232,80.01
2011-12,Marshon Brooks,SG,193.675,256.54,88.3484,97.79
2011-12,Michael Dunigan,C_PF,204.47,273.05,107.8704,87.63
2011-12,Nikola Vucevic,C_PF,208.915,285.75,117.9492,63.5
2011-12,Nolan Smith,PG,186.69,251.46,85.1704,86.36
2011-12,Norris Cole,PG,183.515,242.57,79.1776,97.79
2011-12,Rick Jackson,PF,203.835,270.51,109.7772,83.82
2011-12,Scotty Hopson,SG,197.485,262.89,92.8884,91.44
2011-12,Shelvin Mack,PG,185.42,245.11,94.886,99.06
2011-12,Tobias Harris,PF_SF,199.39,262.89,101.1512,95.25
2011-12,Travis Leslie,SG,190.5,261.62,93.07,102.87
2011-12,Trey Thompkins,PF,204.47,273.05,108.506,77.47
2011-12,Tristan Thompson,PF,201.93,275.59,103.2396,88.9
2011-12,Tyler Honeycutt,SF,200.025,266.7,84.8072,93.98
